app,lang,content,score,detected_lang,sentiment
JazzCash,ur,گندی ترین,1,fa,negative
JazzCash,ur,good luck 🌺,5,so,positive
JazzCash,ur,waseemkhan,5,so,positive
JazzCash,ur,گریٹ,3,ur,neutral
JazzCash,ur,ہماری جائزکیش ایپ نہیں چلتی ،اوپن کرتے ہیں تو بلیک ا جاتا ہے,2,ur,negative
JazzCash,ur,galaxy a24************,5,so,positive
JazzCash,ur,نہے چلرہاہی جیز کیش رن ٹائم استثناء آرہاہی,1,ur,negative
JazzCash,ur,goodزبردست,5,so,positive
JazzCash,ur,good ok,5,so,positive
JazzCash,ur,جاز کیش,5,ur,positive
JazzCash,ur,شہر میں بسنے والے لوگوں کے لیے سلام,5,ur,positive
JazzCash,ur,ارسلان علی,5,ar,positive
JazzCash,ur,like 👍,5,et,positive
JazzCash,ur,nais,5,sw,positive
JazzCash,ur,بیسٹ,5,ur,positive
JazzCash,ur,goodگڈ,5,so,positive
JazzCash,ur,جاز کیش صرف پاکستان میں استعمال ھوتا ھے باہر کے لیے کار آمد نہیں,1,ur,negative
JazzCash,ur,بھترین فوری کیش نا لائن میں لگنا اور نا انتظار,5,ur,positive
JazzCash,ur,چارجز غلط کاٹ رہے ہیں اپ جب دکان سے ڈلواتے ہیں یا نکالتے ہیں,5,ur,positive
JazzCash,ur,my best app i am use,5,no,positive
JazzCash,ur,جی جاز ویلٹ تو اُردو میں چل رہی ہے لیکن جاز کیش کے بار میں میں نے کئی بار میسج کیا ہے لیکن جواب نہیں ملا گزارش ہے کہ جاز کیش کو اصل اُردو زبان میں چلایا جائے ، شکریہ ۔,1,ur,negative
JazzCash,ur,niec,5,pl,positive
JazzCash,ur,زاتی استعمال,5,ur,positive
JazzCash,ur,معیاری ایپ ہے,5,ur,positive
JazzCash,ur,najc,5,sl,positive
JazzCash,ur,میری جان ہو تم زندگی,5,ur,positive
JazzCash,ur,عمران عامر,5,ar,positive
JazzCash,ur,بہت خوب شکریہ,5,ur,positive
JazzCash,ur,nice good,5,pl,positive
JazzCash,ur,جیز کیش میں آسان اور سستے پکیج کونسے ہیں,5,ur,positive
JazzCash,ur,میرا اکاؤنٹ نہیں چل رہا,5,ur,positive
JazzCash,ur,بہت شاندار ہے,5,ur,positive
JazzCash,ur,wonderful✨😍,5,af,positive
JazzCash,ur,میرا اکونٹ ہے,5,ur,positive
JazzCash,ur,جیز ورڈ انسٹال ہو گیا اور جیز کیش انسٹال نہیں ہو رہا ایک ہی وقت میں ایک ہو گیا اور دوسرا نہیں ہو رہا ہو,3,ur,neutral
JazzCash,ur,نایس,5,fa,positive
JazzCash,ur,،vip,2,lt,negative
JazzCash,ur,ashir,5,so,positive
JazzCash,ur,lmt batao,5,tl,positive
JazzCash,ur,فری سروس دی,5,fa,positive
JazzCash,ur,g ha achi eb hy,5,cy,positive
JazzCash,ur,جیماشاءاللہبہتاچھاہے,5,ur,positive
JazzCash,ur,میری ایپ انسٹال نہیں ہورہی ہے کیامسئلہ ہے,5,ur,positive
JazzCash,ur,بوت۔اچھا,5,ur,positive
JazzCash,ur,جیز کیش بہت اچھا ہے,5,ur,positive
JazzCash,ur,reset,1,no,negative
JazzCash,ur,zubardast,5,lv,positive
JazzCash,ur,network kharab hai hai signal key hawaley se,1,so,negative
JazzCash,ur,بہوت شکریہ ایسا آسان طریقی سے پیسوں کی بہیجنا اور وصولی کرنی کا,5,ur,positive
JazzCash,ur,اچھا ھے,5,ur,positive
JazzCash,ur,bhtreen,5,nl,positive
JazzCash,ur,بہت ہی بہترین سہولت کے ساتھ,5,ur,positive
JazzCash,ur,بے کار ائپ اسی نمبر پر میرا اکاؤنٹ بنا ھے جو صبح سے اوپن نہیں ھو رھا اور مجھے رقم کی ضرورت تھی۔shme on you fradiyo,1,ur,negative
JazzCash,ur,بططط,5,ar,positive
JazzCash,ur,جیز کیش أچھی سہولت ھے لیکین یہ اکثر کام نہیں کرتا,5,ur,positive
JazzCash,ur,کوئی بھی اس ایپ کو ڈاؤن لوڈ نہ کریں یہ بہت سلو ہے ایزی پیسہ اس سے سو گنا بہتر ہے,1,ur,negative
JazzCash,ur,bs gzara ha,1,hu,negative
JazzCash,ur,ڈیجیٹل,5,ur,positive
JazzCash,ur,اردو زبان میں نہیں آیا,5,ur,positive
JazzCash,ur,بہترین بہت خوب,5,ur,positive
JazzCash,ur,acha,5,cy,positive
JazzCash,ur,جاز لاجواب اعلیٰ سپر !!!,5,ur,positive
JazzCash,ur,یے چھوتھی بار ایپ ڈاٶن لوڈکررھاھون لیکناواپن نھی ھورھاھے,5,ur,positive
JazzCash,ur,بہترین سروس ارجنٹ ورکنگ,5,ur,positive
JazzCash,ur,naysbsiky,5,tl,positive
JazzCash,ur,محمدیوسف غفاری,5,ar,positive
JazzCash,ur,حاجی عبدالرزاق,5,ar,positive
JazzCash,ur,v.nice,4,cs,positive
JazzCash,ur,mashallah,5,so,positive
JazzCash,ur,some time good some time no good,2,it,negative
JazzCash,ur,سر میرے سی این آئی سی پر کسی نے اکاؤنٹ بنایا ہے اب میں یہ کیسے چیک کرو کہ کونسے نمبر پر ہے,1,ur,negative
JazzCash,ur,بہت خوب۔,5,ur,positive
JazzCash,ur,محمد یوسف غفاری,5,ar,positive
JazzCash,ur,mujy qarz farham keya jaey plez,1,so,negative
JazzCash,ur,waqeel ahmed,5,so,positive
JazzCash,ur,گھٹیا اور چور کمپنی حرامی پن میں نمبر 1 کمپنی,1,ur,negative
JazzCash,ur,اسے مزید تجزیہ کاروں کی ضرورت نہیں,5,ur,positive
JazzCash,ur,mazeed esi trha app ko chalao,5,et,positive
JazzCash,ur,kashmala good,5,so,positive
JazzCash,ur,ډیر شایسته,5,fa,positive
JazzCash,ur,انتہائی خراب سروس ہے ہر دو دن بعد ٹرانزیکشن کا مسئلہ آجاتاہے اسے حل کرنے کی کوشش کی جائے ورنہ لوگ مجبوراً ایزی پیسہ اکاؤنٹ کھلوالیں گے,1,ur,negative
JazzCash,ur,bihtareen,5,nl,positive
JazzCash,ur,بہت خاص چیز ہے,5,ur,positive
JazzCash,ur,اسلام علیکم سامین اکرام نائس ایپ اچھی ہے,5,ur,positive
JazzCash,ur,النصیب شاپنگ سینٹر حرمزئ سیدان,5,ur,positive
JazzCash,ur,talabhussan,5,fi,positive
JazzCash,ur,maqamkhan,5,so,positive
JazzCash,ur,آپ۔کا۔شکریہ,5,ur,positive
JazzCash,ur,butifull,3,tr,neutral
JazzCash,ur,ماشاء اللہ,5,ar,positive
JazzCash,ur,بہترین ھے اگر عوامی مقاصد کے لیے ھو,3,ur,neutral
JazzCash,ur,vari naic app,5,it,positive
JazzCash,ur,تمام قرض دینے والی ایپ 7دن کا 10000 ہزار روپے کا سود 2300وصول کرتے ھیںی اور جاز کیش 7دن کا5000 ہزار کی کمیشن صرف240روپے لیتے ہیں تو دوستو آ پ ہود سمجدار ہو،,5,ur,positive
JazzCash,ur,log in error log in karne par zeyada tar error ata hai,1,no,negative
JazzCash,ur,اَلسَلامُ عَلَيْكُم وَرَحْمَةُ اَللهِ وَبَرَكاتُهُ‎ اس ایپ میں اردو ھونا چاہیے جیسے کہ ایزی پیسہ میں ھے,5,ur,positive
JazzCash,ur,یہ اگر اردو میں تبدیل ہو جائے تو اچھا ہے,5,ur,positive
JazzCash,ur,اردو زبان شامل کریں,5,ur,positive
JazzCash,ur,ٹک ہے,5,ur,positive
JazzCash,ur,بہت پسندیدہ اور ضرورت کی ایپ,5,ur,positive
JazzCash,ur,nice par munafa zafa rakhay,5,sw,positive
JazzCash,ur,ویری ویری تھرڈ کلاس پروسیجر بہت ہی مشکل ہم پاکستانی ہیں اور ہماری قومی زبان اردو ہے لیکن اسے انگریزی میں ڈیزائن کیا گیا ہے عام پبلک اسے کیسے استعمال کرے گی پاکستان میں ایزی پیسہ ہی نمبر ون ہے,1,ur,negative
JazzCash,ur,اس ایپ میں urdu زبان شامل کرین,5,ur,positive
JazzCash,ur,اس ایپ میں اردو بھی شامل کریں شکریہ,5,ur,positive
JazzCash,ur,این اشعار را به دراتلو اراده و فتح کرد,5,fa,positive
JazzCash,ur,kuch mazeed behtar banaen,5,so,positive
JazzCash,ur,اردو میں ترجمہ کر دیا جائے سب,5,ur,positive
JazzCash,ur,jazz app download ki u nai hote,5,pl,positive
JazzCash,ur,بھترین ایپ ھے,5,ur,positive
JazzCash,ur,l app,1,fr,negative
JazzCash,ur,بہت اچھا ہے یہ ایپ,1,ur,negative
JazzCash,ur,سست بہت ہے,1,ur,negative
JazzCash,ur,souo,2,cs,negative
JazzCash,ur,جاز کمپنی چور فراڈیاں ہے,5,ur,positive
JazzCash,ur,بہت برا نیٹ ورک ہے انکا. ہر انکے سسٹم اور ایپ کا مسئلہ رہتا. نہ ہی بیلنس شیئر ہوتاہے نہ ہی کوئی پیکج ختم یہ لگا سکتے کافی عرصے سے یہ لوگوں کو دھوکھا دے رہے ہیں اور لوٹ رہے ہیں. میں آپ لوگوں کی انکی کوئی بھی ایپ ڈاؤن لوڈ کرنے کا مشورہ نہیں دوں گا اور نہ ہی انکا نیٹ ورک استعمال کرنے کا کہوں گا. باقی یقین نہ آۓ تو آپ خود آزما کر دیکھ لیں,1,ur,negative
JazzCash,ur,"report rs 240,00.0",4,fr,positive
JazzCash,ur,azam,2,hu,negative
JazzCash,ur,ranayadir,5,so,positive
JazzCash,ur,جازکیش والے بہت ذلیل کرتے جب بھی لوڈ کرنا ہوتا ہے ایپ بند ہو جاتی ہے میرا خیال ہے جاز کیش سے جان چھڑا لی جائے تو اچھا ہے,1,ur,negative
JazzCash,ur,alllllll,5,it,positive
JazzCash,ur,ok .yr good,5,cy,positive
JazzCash,ur,آپ کی جازکیش ایپ ٹھیک سےکام نہیں کر رہی کیا وجہ ہے اسےجلد سے جلددرست کریں شکریہ,1,ur,negative
JazzCash,ur,ماشاء اللہ عمدہ، بہترین، اعلیٰ,5,ur,positive
JazzCash,ur,لوگوں کے لیے بے حد سہولت ہے، اللہ کمپنی والوں کو جزائے خیر عطا فرمائے,5,ur,positive
JazzCash,ur,بے کار اوپن نہیں ہوتی,1,ur,negative
JazzCash,ur,january in my,5,fi,positive
JazzCash,ur,goooooddd,5,so,positive
JazzCash,ur,یہ بہت اچھی ہے ماشاء اللہ,5,ur,positive
JazzCash,ur,بھت گھٹیا ایپ ھے,1,ur,negative
JazzCash,ur,brute full,5,ro,positive
JazzCash,ur,awais,5,sw,positive
JazzCash,ur,بہت گندانیٹ ورک ہے,5,ur,positive
JazzCash,ur,kuch nhi ubhi,5,sw,positive
JazzCash,ur,ارشد علی,1,fa,negative
JazzCash,ur,روانی سے نہیں چلتی، اکثر لوڈنگ ہی ہوتی رہتی ہے، ایزی پیسہ بہت اسمود اور روانی سے چلتی ہے، جبکہ یہ اکثر مسئلے کرتی رہتی ہے، میں تین دن سے پیسے بھیجنے کی کوشش کر رہا ہوں لیکن دوبارہ کوشش کریں آ جاتا ہے ہر بار، یا لوڈ ہی ہوتا رہتا ہے اور کچھ نہیں ہوتا,2,ur,negative
JazzCash,ur,ماشاءاللہ بہت ہی اچھی صہولت ھے,5,ur,positive
JazzCash,ur,روپے سینڈ کرنا مشکل ہے اس اپڈیٹ میں کیوں کہ پہلے racve کرنے والے کو موبائل میں save کرنا پڑتا ہے پہلے آپ کسی کو بھی پیسے بھیج سکتے تھے,1,ur,negative
JazzCash,ur,پاکستان کی زبان اردو ہے اس لئے جائز کیش اپلیکیشن میں بھی اردو شامل کر,5,ur,positive
JazzCash,ur,جاز ورلڈ کیوں نہیں ہونا جائز چلنا چاہیے,5,ur,positive
JazzCash,ur,بکواس ایپ ہر دوسرے دن پرابلم شروع ہوجاتی ہے,1,ur,negative
JazzCash,ur,keyboard error,1,da,negative
JazzCash,ur,سید پاک پیر محمد شاہ گیلانی بوڈیانوالہ شیراں والے سرکار,5,ur,positive
JazzCash,ur,السلام علیکم ورحمۃ اللہ وبرکاتہ بعض دفعہ ایک ہوتا ہے کہ جاز کیش سے پیکج لگاتے ہیں لیکن لگتا نہیں بلکہ لوڈ ہوجاتا ہے اس پیکج جتنا ہم سمجھتے ہیں کہ پیکج لگ گیا لیکن وہ نہیں لگا ہوتا جس کی وجہ سے نقصان ہوتا ہے اور سارا بیلنس ضائع ہو جاتا ہے.,1,ur,negative
JazzCash,ur,bahut hi achcha,5,id,positive
JazzCash,ur,یہ ایک اچھی چیز ہے,1,ur,negative
JazzCash,ur,میری جاز کیش اپلیکیشن نہیں چل رہی ہے مینے آپ کے بینک مین آفس ہلپ لائن سب جگہوں پر گیا ہوں میرا مثلا ہل نہیں ہوں سر جی چوھدری شعیب لطیف,1,ur,negative
JazzCash,ur,اسلام علیکم پہلے اس ایپ میں بیلینس چیک کرنے کے چارجز نہیں تھے جو اب ہیں اس سے کافی پیسے کٹتے ہیں تو یہ بہتر نہیں ہے,1,ur,negative
JazzCash,ur,بہت اچھی طرح کام کر رہی ہے,5,ur,positive
JazzCash,ur,love.s.,5,sl,positive
JazzCash,ur,جو حضرات اپنی سیلفی نہیں دے سکتے آپ کو یا ان کے پاس موبائل کیمرہ نہ ہو شناختی کارڈ کے سکرین شاٹ بھی آپ مانگتے ہو کیا اتنا کافی نہیں کہ ہماری سم رجسٹر ہیں اور شناختی کارڈ نمبر بھی آپ کو دے دیا جائے تو آپ کا ایپس ڈیوڈ کارڈ نہیں بناتا اس سے بہتر ہے کسی بینک میں اکاؤنٹ بنائیں اگر آپ کو اتنے پروف دینے ہیں,1,ur,negative
JazzCash,ur,amazing account jazzcash,5,it,positive
JazzCash,ur,پہلے والی بہتر تھی,1,ur,negative
JazzCash,ur,بالکل بے کار ہے,1,ur,negative
JazzCash,ur,السلام علیکم ورحمتہ اللہ وبرکاتہ یہ نیا والا جیزکیش ایپلیکیشن بہت زیادہ سست کام کرتا ہے اور بہت دیر سے کھولتا ہے جب بھی کھولو چاہے نیٹ ورک کتنا ہی تیز ہو لہذا اس سے تو پہلے والا بھی ٹھیک کام کرتا تھا اور اس ایپلیکشن میں یہ بات بھی ہیں کہ ٹرانزیکشن کرنے کے وقت جب ٹرانزیکشن سے آدمی واپس ہوتا ہےیعنی ٹرانزیکشن نہیں کرنا تو واپس ہونے کے ساتھ پیسے 💸 بھی کاٹ دیتا ہے اور پھر دوسرے وقت میں وہ پیسے دوبارہ واپس ہوجاتے ہے لیکن اس وقت کا کام خراب کر دیتا ہے,1,ur,negative
JazzCash,ur,v.good,5,sl,positive
JazzCash,ur,اسلام علیکم یہ ایپ بلکل اچھی نہیں ہے جب سے آپڈیٹ کی ے تب سے چل نہیں رہی ہے,1,ur,negative
JazzCash,ur,jazz cash,5,sq,positive
JazzCash,ur,یے ایپ کسی کام کا نہیں اس میں اردو ہے ہی نہیں اور کام بھی صحیح نہیں کرتی اسے بند کرکے پہلے والی اپلیکیشن دی جائے,1,ur,negative
JazzCash,ur,اسلام علیکم جناب، اس میں سب ٹھیک ہے لیکن اردو زبان کی کمی ہے جسے ہو فون ایپ میں اردو زبان ہے اس طرح اس ایپ میں بھی ہونی چاہیے، شکریہ,2,ur,negative
JazzCash,ur,یہ نا اہل ہے صحیح نہیں ہے اس میں اردو زبان نہیں,1,ur,negative
JazzCash,ur,asifasif,2,id,negative
JazzCash,ur,یہ ایپ ایک نااھل ہے اس میں اردو زبان نہیں ھے اور اس ایپ میں نیٹورک کا بہت بڑا مسئلہ ہے تھوڑا بھی نیٹورک کم ھو تو یہ کام بالکل نہیں کرتا اس میں اردو لازمی ہونا چاہیے تھی کیونکہ ہم ان پڑھ لوگ ہیں اور ہم اردو انگریزی کبھی سمجھ میں آتا ہے کبھی نہیںتو یہ بنتا تھا کہ لازمی اس میں اردو ہونا چاہیے تھا یہ ایک گاؤں میں بالکل کام نہیں کر رہا ہائے کیونکہ یہ ایک ناقص اور نعال اوربالکل بے ہودہ ایک ہے جس کو ہم مجبوری کے تحت استعمال تو کرسکتے ہیں لیکن اس کا استعمال خطرے سے خالی نہیں ہے اور اس میں اسی لوڈ کرناھھ,5,ur,positive
JazzCash,ur,ناکام ہے کسی کام کی نہیں پہلے والی اچھی تھی,1,ur,negative
JazzCash,ur,jazz cashختم کرنے کا طریقہ,1,ur,negative
JazzCash,ur,یہ ایک ناکام اور ناکارہ اپلیکیشن ھے اس اپلیکیشن کا نیا اپڈیٹ جاری کیا جائے جالینوس کرد,1,ur,negative
JazzCash,ur,jazzcash ek ghatiya aur bekar service hai,1,id,negative
JazzCash,ur,jazz cash ki ply wali bhot betreen apps thi yh durst nahi hy,1,en,negative
JazzCash,ur,اللہ اکبر اللہ اکبر لبیک لبیک یا رسول اللہ صل اللہ علیہ و سلم,5,ur,positive
JazzCash,ur,dehkty haie,5,nl,positive
JazzCash,ur,میرا رکارڈ فرماٹ ہوگیا,5,ur,positive
JazzCash,ur,all good,5,cy,positive
JazzCash,ur,ye application aqsar girls boys ko chona lgaany k liye use krti h jinhy kaha jata h gold digger girls shayad in girls se mrna nhe h,5,so,positive
JazzCash,ur,theek se nahin chal raha,5,en,positive
JazzCash,ur,بکواس آیپ ہے ٹھیک نہیں چلتی,1,ur,negative
JazzCash,ur,بیکار سروس ہے,1,ur,negative
JazzCash,ur,best app add urdu language,5,fr,positive
JazzCash,ur,گئی ئئ,1,ur,negative
JazzCash,ur,asslamalikom miri bayo moji abi tak koch nhi mila jazz cash like zimwar aitbari malom nazar ata hi tom bata oo ki mikya karo aeiid ramazan gozar gya hamari pas koch nhi hi na koch malom hi napatahi khoshraho hidralikhan matta totki pakistan kpk moji samjaoo swat,5,sw,positive
JazzCash,ur,یااللہ جولوگ سچ بولنے والے اللہ مددت فرمائے اورجولوگ فراڈ اور جھوٹ بول تھاھےیااللہ جولوگ غریبوں پریتیم پرلاچاروں کی ساتھ ظلم کرتے ہیں جھوٹ بولنا اور جھوٹ فراڈ ایسا لوگوں کو جھنم میں داخل کردینا,5,ur,positive
JazzCash,ur,ڈیر زبردست چیزہے,5,ur,positive
JazzCash,ur,اسلام علیکم یہ اچھی ایپ ھے,5,ur,positive
JazzCash,ur,بکواس اپلیکیشن,1,ur,negative
JazzCash,ur,دفججدسف,5,fa,positive
JazzCash,ur,vari naic,5,lt,positive
JazzCash,ur,ehsanahmedkhan oyeves,5,so,positive
JazzCash,ur,اچھا ایپ ہے,5,ur,positive
JazzCash,ur,مفید ہے,5,ur,positive
JazzCash,ur,تکربن اچھی,1,ur,negative
JazzCash,ur,اس ایپلیکیشن میں اردو زبان نہیں ہے۔ لہٰذا اردو زبان لازمی شامل کریں۔ شکریہ۔,5,ur,positive
JazzCash,ur,جھوٹے لوگ ہیں جازکیش والے سب انکا بائی کاٹ کریں جاز کیش کا بائیکاٹ کرو جھوٹے لوگ ہیں یہ فراڈ کرتے ہیں اپنے کسٹمر ز سے آج کل یہ اپنی لمٹ اپنی مرضی سے ختم کر دیتے ہیں ہر مہینے کی,1,ur,negative
JazzCash,ur,کس چیز کا تجربہ بیان کرو,5,ur,positive
JazzCash,ur,اندی۔کھی۔تجزیہ۔کیسے,5,ur,positive
JazzCash,ur,bhtreenhy,5,nl,positive
JazzCash,ur,مرچنٹ اکاؤنٹ کا ٹیکس ختم کرو ۔۔,1,ur,negative
JazzCash,ur,بہت ہی اچھی ایپ ہے,5,ur,positive
JazzCash,ur,فٹنگ,5,ur,positive
JazzCash,ur,ناکام,1,ur,negative
JazzCash,ur,king chandi bro..,5,tl,positive
JazzCash,ur,بہت بری ہے اس کی خدمات,1,ur,negative
JazzCash,ur,"bed app ,no works",1,af,negative
JazzCash,ur,بہت تنگ کرتا ہے۔,2,ur,negative
JazzCash,ur,goooooòooooooooooood,5,so,positive
JazzCash,ur,بہت ہی اچھی ایپ دنیاکوبتادو,5,ur,positive
JazzCash,ur,basat,5,id,positive
JazzCash,ur,behtarin,5,id,positive
JazzCash,ur,ایپ پاکستانی اردو مین کرو سب لوگ انگلش نہین جانتے ہین,1,ur,negative
JazzCash,ur,بہت اچھا ہے لیکن اگر اس میں یہ والاآپشن بھی شامل کر لیا جائے کہ اس سے دوسرے اکاؤنٹ میں یعنی ایزی پیسہ وغیرہ میں پیسے بجوا سکیں,4,ur,positive
JazzCash,ur,اس ایپ میں جلد از جلد اُردو زبان بھی شامل کی جائے,5,ur,positive
JazzCash,ur,done ✅,5,it,positive
JazzCash,ur,اچھا اکاؤنٹ ھے,5,ur,positive
JazzCash,ur,good nice,5,hr,positive
JazzCash,ur,ایپ ہینگ ہوتی ہے اپڈیٹ کریں ایپ میں اردو زبان شامل کی جائے,5,ur,positive
JazzCash,ur,5سالہ,2,ur,negative
JazzCash,ur,ایپ بار بار ہینگ ہوجاتی ہے۔پلیز اپڈیٹ کریں,1,ur,negative
JazzCash,ur,v.bad,1,cs,negative
JazzCash,ur,tanveer,5,af,positive
JazzCash,ur,اٹااا,5,ur,positive
JazzCash,ur,میراپیر حقیقت میں ہے,5,ur,positive
JazzCash,ur,goodaap,5,so,positive
JazzCash,ur,ایب اردو میں بھی کریں,3,ur,neutral
JazzCash,ur,بھترین۔ماشاللہ,5,ur,positive
JazzCash,ur,💞💞💞💞,5,unknown,positive
JazzCash,ur,jazzbilling.problem,5,sl,positive
JazzCash,ur,فری،نیٹ,5,ur,positive
JazzCash,ur,یہ فراڈ کمپنی ہے اپنے کسٹمرز کو دھوکہ دیتی ہے لالچ دے دے کے,5,ur,positive
JazzCash,ur,مجھے اردو میں جائز کیش ایپ چاہیے ۔ ؟؟؟؟؟,1,ur,negative
JazzCash,ur,بکواس ترین ایپ۔۔۔۔اس کو پلے سٹور سے ختم کرواو,1,ur,negative
JazzCash,ur,یہ بکواس ترین ایپ ہے کوئی بھی اس کو انسٹال نہ کرے نہ اس سے کوئی پیسے بھیجے اس نے لوگوں کو بے وقوف بنایا ہے سب لوگ اس ایپ کو منفی فیڈ بیک دیں 4.7 سے 1.8 پر لے آئے انشاءاللہ اس کو پلے سٹور سے اڑا کر ہی دم لیں گے۔۔۔۔۔۔,1,ur,negative
JazzCash,ur,ڈیٹ کارڑ نیا کیسے ملے گا,5,ur,positive
JazzCash,ur,سر اس کی زبان کو اردو میں کیسے تبدیل کیا جاسکتا ہیں,2,ur,negative
JazzCash,ur,#____supperrrrr🍀 ♥,5,it,positive
JazzCash,ur,good aap par barune mulk sa kase raqm mungwaen plz btao,5,tl,positive
JazzCash,ur,محمدخان.قادری,5,fa,positive
JazzCash,ur,is me tramen cadesh set q nahi horahi,1,sq,negative
JazzCash,ur,لا جواب,5,ur,positive
JazzCash,ur,مناسب ھے,5,ur,positive
JazzCash,ur,یہ ایپ صحیح طرح سے کام نہیں کر تی میں نے بار بار ایپ بدل کر دیکھی ہےm b ضائع کرتی ہے کسی کا م کی ایپ نہیں ہے یہ میں نے تو یہ ایپ ختم کر دیں ہیں,5,ur,positive
JazzCash,ur,goodapp,5,hr,positive
JazzCash,ur,اقوال زریں اگر کسی کو بھی معلوم ہوں تو ایک دوسرے کو شئیر کرنے چائیں,4,ur,positive
JazzCash,ur,میرا موباٸل گلیکسی a5 سام سنگ ہے اس پر ایپ ڈاٶنلوڈ کی ہے پر ایپ نہیں کھلتی بلکہ لکھا آرہا ہے ہے یہ ایپ اس ڈیواٸس کے لٸے کمفرٹیبل نہیں ہے اسکی کیا وجہ ہے اور کس طرح میں یہ ایپ استعمال کر سکتا ہوں,1,ur,negative
JazzCash,ur,آپ کی عیب بہت زیادہ ہینگ کرتی ہے عیب کام کرنا چھوڑ دیتی,1,ur,negative
JazzCash,ur,علی دوست,5,ur,positive
JazzCash,ur,no goid apps no urdo zaban,1,pt,negative
JazzCash,ur,اس ایپ کے اشتہارات بار بار کیوں ظاہر ہوتے ہیں ؟ کیا اس پہ کوئی قانونی کارروائی نہیں ہو سکتی ؟ مہربانی فرما کر اس ایپ کے اشتہارات بھیجنا بند کریں۔ کئی بار کسی اہم کام میں اس کا اشتہار ظاہر ہو جاتا ہے تو کام کا حرج ہوتا ہے۔ امید ہے کہ آپ اس پہ غور فرمائیں گے۔ بصورت دیگر میں کوئی قانونی چارہ جوئی بھی کر سکتا ہوں۔ شکریہ,1,ur,negative
JazzCash,ur,بدھسجس,5,ur,positive
JazzCash,ur,wardsaf,2,so,negative
JazzCash,ur,بکواس ایپ ھے انسٹال کرنے کے بعد 10 مرتبہ کوڈ درج کیا ہر مرتبہ ایکسپئر نکلا. جب سم موبائل میں موجود ھو تو خود بخود تصدیق ھو جانی چاہیۓ,1,ur,negative
JazzCash,ur,ماشاءاللہ سبحان اللہ,1,ur,negative
JazzCash,ur,i like,5,no,positive
JazzCash,ur,بسم اللہ الرحمن الرحیم میں توحید کی طرف بلاتا ھوں ایک اللہ ہی مشکل کشاء ھے اسی کی بندگی عبادت کرنی ھے غوث وہی ھے اسی کے در سے مانگنا اور مدد ملتی ھے,1,ur,negative
JazzCash,ur,abbaslio,5,it,positive
JazzCash,ur,hamidi good,5,so,positive
JazzCash,ur,"سلام,کرانودستانو جوڔرغيستہ",5,ur,positive
JazzCash,ur,اسلام علیکم ورحمت الله وبر کاته حیکمت الله جانه سنګه ی جوړ اموړ روغ رمټی فلار اومور دی جوړدی ستا بچیان جوړ روغ دی زندګی دی فه خیر ده جوړ اوسی مخاربیږی دلته هم الحمد الله خیر خیرتده کومه فریشانی نشته وسلام,5,fa,positive
JazzCash,ur,جازکیش میں اردو زبان ہونی ?,5,ur,positive
JazzCash,ur,update mn account open q nahi hota.,1,ca,negative
JazzCash,en,very. good,5,af,positive
JazzCash,en,jazz cash & jazz world app r jazz sim inki service inthai drje ki nakara ho chuki h din badin in k pakge k rate badhte ja rahe r serves ghatiya hoti ja rahi h jazz cash se balance lod krte h ya tara section krte hn to to app se paise kut jate hn magar udr lod ni jata help line pe call kro to 10se 15 mnt k bad numainda bat karta h unki bat karne k speed 120 pe hoti h r tareqe se bat b ni krte na hi theek se jawab dete hn hum inki service use krte hn to ye log uski fee lete free me serve ni dete,1,sl,negative
JazzCash,en,mujha pasand nhi,1,sw,negative
JazzCash,en,haiderali,5,pt,positive
JazzCash,en,very good jezzcash app,5,hr,positive
JazzCash,en,bohot hi bekar app ha koi bhi use mat karo mera 6000 abhi gay ha service bohot bekhar ha bohat ghtya app ha aur to use bhi ghtya ha koi bhi use mat karo,1,id,negative
JazzCash,en,my all time favorite app,5,it,positive
JazzCash,en,good jazz cash app,5,hr,positive
JazzCash,en,jazzcash aslaam investment se paise widthrow ni ho rhey na koi details he to keya kia jahey,1,fi,negative
JazzCash,en,free ma e hud e pasy cut lety kio waja b na ho na e use kro tw acha,1,en,negative
JazzCash,en,app is very good,4,af,positive
JazzCash,en,good 👍👍,3,so,neutral
JazzCash,en,good nice,1,hr,negative
JazzCash,en,hassan jutt,5,fi,positive
JazzCash,en,سروس بہتر کرنے کی ضرورت ہے,5,ur,positive
JazzCash,en,abdulhameed very good jazzcash,5,so,positive
JazzCash,en,good jazzcash aap,5,so,positive
JazzCash,en,shoaib jan kesa he meri jan mene bola k main nhi jaon ga,5,fi,positive
JazzCash,en,behtreen,5,nl,positive
JazzCash,en,this aap is very good,5,af,positive
JazzCash,en,sir g card order kiaa thaaa month hune ko ayaa hai abhe tk kuch pta nhi 2 dafa service center p bt bhe hue magr inhoo ne bht achaa wale lollipop de hai muje jazz ke frenchies jaoo to unka alag ronaa chal rha hai,1,en,negative
JazzCash,en,just love it ♥️,5,sl,positive
JazzCash,en,average..,2,no,negative
JazzCash,en,haseeb irshad,5,so,positive
JazzCash,en,hنمصٹجنجننمن,2,ur,negative
JazzCash,en,i love you 😘,5,cs,positive
JazzCash,en,good sending 👍,5,af,positive
