,cid,text,time,author,channel,votes,replies,photo,heart,reply,time_parsed,is_urdu,text_lower,sentiment
7792,Ugzj4dvA7asICza4Y714AaABAg,کتنے نصیبوں والے ہوں گے وہ ہاتھ جس سے اللہ تعالیٰ کا نام لکھا جائے گا 🥰❤,4 weeks ago,@haseebsaith-h3t,UCwJ0NsVIlz5piteBWU9oOEg,2,,https://yt3.ggpht.com/I8tQ7xk3YFQzxDpshR3-owitsEhoaSRa_LF-odJKQOj1GiGCwSLt6ril-kafYT4nNrBZcBKXSQ=s88-c-k-c0x00ffffff-no-rj,False,False,1755529645.47819,True,کتنے نصیبوں والے ہوں گے وہ ہاتھ جس سے اللہ تعالیٰ کا نام لکھا جائے گا 🥰❤,neutral
8062,UgwkRiZ_2gEo4F7VKDl4AaABAg,"ڈکی بھائی میں نے سنا آپ اریسٹ ہو گئے ہو 
تو کل کا ولاگ کیسے ڈالو گے 🤔",4 weeks ago,@ahmedabdullah8352,UCEaCkhby00xcu_mpm0vv47A,0,,https://yt3.ggpht.com/ytc/AIdro_k9QaV4-M2kl7N_aeuUqyNsEhpejJyUSin3zHFYBJKZ2zE=s88-c-k-c0x00ffffff-no-rj,False,False,1755529653.096518,True,"ڈکی بھائی میں نے سنا آپ اریسٹ ہو گئے ہو 
تو کل کا ولاگ کیسے ڈالو گے 🤔",neutral
8117,UgzqfJ7jHNqymiwfJvZ4AaABAg,@🎀  گڑیا  🎀:Suprise at the end: ████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████ 1:25 1:26 1:26,4 weeks ago,@AbdulRehman.mrking,UCDMdF8XalTEMQ3F73QrGObA,0,,https://yt3.ggpht.com/C18FzmxeSlIjFfcKWE9HKw_NjdvFmAReB-NR1U8X9UwmWbejLYgvYJKlkwfQbCAfPR4fPNuB=s88-c-k-c0x00ffffff-no-rj,False,False,1755529654.60436,True,@🎀  گڑیا  🎀:suprise at the end: ████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████ 1:25 1:26 1:26,neutral
8163,Ugy14Gy60hPVjs6B76N4AaABAg,ڈکی بائی جیل میں ہیں 😢,4 weeks ago,@rGRNohri,UCLF2OAesIUOLY__gF0cGisg,0,,https://yt3.ggpht.com/YNXF6qjVocDZTZHfgYsbK0HVqoCmluWdArfWGUzKoTi43dWnnbDvjaPICFBwZLQjefqhVeOm=s88-c-k-c0x00ffffff-no-rj,False,False,1755529655.965956,True,ڈکی بائی جیل میں ہیں 😢,neutral
8203,UgyDgvtU-ktWsjKb1Wt4AaABAg,ساد بھائ آپ ڈسکہ میں کب آٸیں گئے,4 weeks ago,@Aqibgaming56-n4t,UCZ2xp065-G2G7Sbcn-l4C6w,0,,https://yt3.ggpht.com/ytc/AIdro_nzf_38osY0eh7aPQbfKu6wRof-DTAs7pSaNm9ZMqGPUJFfWyS5SFzzSHFBOz2qGsV8gw=s88-c-k-c0x00ffffff-no-rj,False,False,1755529657.015514,True,ساد بھائ آپ ڈسکہ میں کب آٸیں گئے,neutral
8222,UgwJcEJCAuTf3SMyNFp4AaABAg,بھائی صاحب اس کی اصل قیمت (950000) سے شروع ہوکر (1000000) پر ختم ہوتی ہے۔ٹی سی ایل ایک چائنیز کمپنی ہے ،جو سیم سنگ سے سستی ٹی وی بناتی ہے،جن صاحب سے آپ نے خریدا انھوں  نے آپ کو چونہ لگایا ۔,4 weeks ago,@ShahidHussain-n3u,UC7DruhD2-idnZxSGB4QcPJw,0,,https://yt3.ggpht.com/ytc/AIdro_nn2r27xgt-QLsA4NOafS588bIhGJEP80r8XEC4pJEMwtmsmIosL5hG9gzQ2AyEbG8G0A=s88-c-k-c0x00ffffff-no-rj,False,False,1755529657.522234,True,بھائی صاحب اس کی اصل قیمت (950000) سے شروع ہوکر (1000000) پر ختم ہوتی ہے۔ٹی سی ایل ایک چائنیز کمپنی ہے ،جو سیم سنگ سے سستی ٹی وی بناتی ہے،جن صاحب سے آپ نے خریدا انھوں  نے آپ کو چونہ لگایا ۔,neutral
8223,Ugz7Y4ZQNk0ZKI63E7V4AaABAg,ماشاءاللہ  ducky bhi❤,4 weeks ago,@MalaikaNisarNisarAhmad,UCS2i1hNwN_-UExLwxJDJx6w,0,,https://yt3.ggpht.com/TCJuntnHkWHhuC1YkMqAwn0YOCueNAKQ2rscCCfQdAvcXS_prcadvugr_RSC9QkhUH67l4tRPA=s88-c-k-c0x00ffffff-no-rj,False,False,1755529657.523659,True,ماشاءاللہ  ducky bhi❤,neutral
8308,UgxcnI5oLxigSt1lBKd4AaABAg,اسلام علیکم سعد بھائ جان میں حیبر پحتون نحوا کے علاقے بونیر سے تعلق رکھنے والا ہوں میرا اپ سے ایک عاجزانہ درحواست ہے یہاں بونیر میں سیلاب ایا ہوا ہے اور بہت ہی حطرناک قسم کا سیلاب ہے اس سیلاب میں تقریبا 210 لوگ شہید ہوے ہے اور بہت ہی لوگ ابھی تک لاپتہ اور کروڑوں کا نقصآن ہوا ہے پاکستان کی تاریح میں ایسا سیلاب کھبی نہیں ایا ہوگا  بہت سے لوگوں کے گھریں زمینوں تلے لوگوں کے ساتھ دفن ہوچکا ہے اور تقریبا ایک گھر میں 28 افراد اور ہر دوسری گھر میں 5 یا 6 افراد شہید ہوچکے ہے اللہ کی طرف سے ایک ازمائش تھا مگر لوگوں کے گھر ابھی موجود نہیں ہے اور ہم سب ملکر ان لوگوں کی مدد کریں گے یقینا اپکو اس واقع کا علم ہوگا اگر علم نہیں ہے تو میں نے اپکو بطور زمہ دار انسان /مسلمان اگاہ کرلیا کیونکہ اپ لوگ  سوشل میڈا کے بدولت ان ضرورت مند کی مدد کی جاسکتے ہے  اور یہ دن ہر کسی پر اسکتا ہے اسلے اپ سے عاجزانہ درحواست ہے کہ اگر اپ مدد کرنا چاہتا ہے تو مجھ سے رابطہ کرسکتا ہے میں اپکو مزید اگاہ کرسکتا ہوں,4 weeks ago,@KHANKHAN-r4k7d,UCcSiV79CxH9WWs7R8FW0Z8w,0,,https://yt3.ggpht.com/ytc/AIdro_m4jJbEjL0SIaIOtfApQMcEAEbnC-hAy2naWEzpzZ-wcWvyVBEhmP2ZNn6PyBDPQpvKQA=s88-c-k-c0x00ffffff-no-rj,False,False,1755529660.083571,True,اسلام علیکم سعد بھائ جان میں حیبر پحتون نحوا کے علاقے بونیر سے تعلق رکھنے والا ہوں میرا اپ سے ایک عاجزانہ درحواست ہے یہاں بونیر میں سیلاب ایا ہوا ہے اور بہت ہی حطرناک قسم کا سیلاب ہے اس سیلاب میں تقریبا 210 لوگ شہید ہوے ہے اور بہت ہی لوگ ابھی تک لاپتہ اور کروڑوں کا نقصآن ہوا ہے پاکستان کی تاریح میں ایسا سیلاب کھبی نہیں ایا ہوگا  بہت سے لوگوں کے گھریں زمینوں تلے لوگوں کے ساتھ دفن ہوچکا ہے اور تقریبا ایک گھر میں 28 افراد اور ہر دوسری گھر میں 5 یا 6 افراد شہید ہوچکے ہے اللہ کی طرف سے ایک ازمائش تھا مگر لوگوں کے گھر ابھی موجود نہیں ہے اور ہم سب ملکر ان لوگوں کی مدد کریں گے یقینا اپکو اس واقع کا علم ہوگا اگر علم نہیں ہے تو میں نے اپکو بطور زمہ دار انسان /مسلمان اگاہ کرلیا کیونکہ اپ لوگ  سوشل میڈا کے بدولت ان ضرورت مند کی مدد کی جاسکتے ہے  اور یہ دن ہر کسی پر اسکتا ہے اسلے اپ سے عاجزانہ درحواست ہے کہ اگر اپ مدد کرنا چاہتا ہے تو مجھ سے رابطہ کرسکتا ہے میں اپکو مزید اگاہ کرسکتا ہوں,neutral
8583,UgyhOX_lQCKELJgOSfd4AaABAg,کوئی فائدہ نہیں ہے تیرا لاکھ کی ٹی وی لگانے کا ہے یہ بھی ایک دن ختم ہو جانا ہے بے شک تیرا لاکھ خرچ کرو فضول خرچی نہ کریں اس سے پہلے بھی اپ کے پاس گھر تھا اتنا بڑا اس کو اپ نے چھوڑ دیا اس گھر کے اگیا اپ نے کیا سمجھایا کہ بس پیسے مفت کیا حرام ہیں اللہ نے دیا تو اس کا شکر ادا کریں فضول خرچی نہ کریں اپ کہتے ہیں میں اتنا سستا نہیں ہوں یہ تو بس ایٹیٹیوڈ بنانے کی کوشش کرتے ہیں اپ کوئی نہیں کچھ نہیں ہوتا اس لئے,4 weeks ago,@Mudrasa-n4f,UCw5T7Pf6G3aadTgQkwnxuUQ,0,,https://yt3.ggpht.com/ytc/AIdro_nZa2L5tvX7AvSd4Ge5CNES4grhI0iSwAR0FOEKVgy-ONyNf84-qq6U12ADeVbgPcot_Q=s88-c-k-c0x00ffffff-no-rj,False,False,1755529667.001479,True,کوئی فائدہ نہیں ہے تیرا لاکھ کی ٹی وی لگانے کا ہے یہ بھی ایک دن ختم ہو جانا ہے بے شک تیرا لاکھ خرچ کرو فضول خرچی نہ کریں اس سے پہلے بھی اپ کے پاس گھر تھا اتنا بڑا اس کو اپ نے چھوڑ دیا اس گھر کے اگیا اپ نے کیا سمجھایا کہ بس پیسے مفت کیا حرام ہیں اللہ نے دیا تو اس کا شکر ادا کریں فضول خرچی نہ کریں اپ کہتے ہیں میں اتنا سستا نہیں ہوں یہ تو بس ایٹیٹیوڈ بنانے کی کوشش کرتے ہیں اپ کوئی نہیں کچھ نہیں ہوتا اس لئے,neutral
8791,Ugx_07MdTJxqxzUCs9t4AaABAg,نظر برحق ہے اللہ کا واسطہ ہے اپنے ہر خوشی مت دکھایا کرو,4 weeks ago,@Ayeshakhan-xy7dx,UCpszqPeAJTkKFw7Sq2-RgWA,0,,https://yt3.ggpht.com/ytc/AIdro_nduSbXSw9sS4JBWtXf5Bm-5gpsU41Tzqf0NmpU7Pg=s88-c-k-c0x00ffffff-no-rj,False,False,1755529671.850166,True,نظر برحق ہے اللہ کا واسطہ ہے اپنے ہر خوشی مت دکھایا کرو,neutral
8803,UgzX3QZRmNDd1O8P-Jh4AaABAg,ڈھکی اپکی گانڈ میں بھت بڑا کیڑا ھے جلد از جلد علاج کراو اسکا,4 weeks ago,@DawoodJan-f3i,UCBaZyCsYwBL9pP33D-9mbqQ,0,,https://yt3.ggpht.com/ytc/AIdro_lq_ys0z-F8TY71iMY238mtSI7xHTtIfK5xpj_ArOwQ_Y1a86jQgSV_wej4oKrByN5fYQ=s88-c-k-c0x00ffffff-no-rj,False,False,1755529672.197953,True,ڈھکی اپکی گانڈ میں بھت بڑا کیڑا ھے جلد از جلد علاج کراو اسکا,neutral
8970,Ugzs_x7nES6ZAQnjXeV4AaABAg,حج۔ پر۔ jay,4 weeks ago,@ShahzebKhanvlog-u7j,UCWx1yFSdtluwpL_S9QyhhfA,0,,https://yt3.ggpht.com/pzhyZa7m9pPUKmrtm4yRuCNb5YRbrJ3vmo-r2iNh_YXSNVsYQCXXM-12p51JN6WiowJ_3nDm_YY=s88-c-k-c0x00ffffff-no-rj,False,False,1755529676.422294,True,حج۔ پر۔ jay,neutral
9199,UgyXJpq8OfG0ydhGkxx4AaABAg,یوٹیوبر سعد الرحمان عرف ڈکی بھائی لاہور ایئرپورٹ سے گرفتار BREAKING NEWS بریکنگ نیوز سعد الرحمان کو نیشنل سائبر کرائم انویسٹی گیشن ایجنسی نے گرفتار کیا ARY NEWS Sunday ہلاک ملزم لاہور سمیت پنجاب بھر میں سنگین وارداتوں میں مطلوب تھا، سی سی ڈی🥺🤲,4 weeks ago,@Talha.bhai101,UCgrnN7krE0D2Yl51QifI9zA,0,,https://yt3.ggpht.com/lQje7_I44_QfDvlrYVoxlPCoD3aae5gwqETLwtxD43v4nhH2EMrOil3ojfPxia5v8qukFnZM1g=s88-c-k-c0x00ffffff-no-rj,False,False,1755529681.466735,True,یوٹیوبر سعد الرحمان عرف ڈکی بھائی لاہور ایئرپورٹ سے گرفتار breaking news بریکنگ نیوز سعد الرحمان کو نیشنل سائبر کرائم انویسٹی گیشن ایجنسی نے گرفتار کیا ary news sunday ہلاک ملزم لاہور سمیت پنجاب بھر میں سنگین وارداتوں میں مطلوب تھا، سی سی ڈی🥺🤲,neutral
9274,UgyDBEn3fHuQtEUhu9B4AaABAg,ابھی ابھی نیوز سنا کے ڈکی بھائی کو گرفتار کرلیا۔🤔,4 weeks ago,@Muhammadwaqas-sr8bw,UC19TrHzR97yfldAqoJu0-oQ,1,,https://yt3.ggpht.com/PeVasfNerMHMCt_cUeIlWbuFm-kD5PfdpjTZQ6TRQr5NJWds-30ubaCzxRM-tHhjbzDTKHAEew=s88-c-k-c0x00ffffff-no-rj,False,False,1755529683.257329,True,ابھی ابھی نیوز سنا کے ڈکی بھائی کو گرفتار کرلیا۔🤔,neutral
9297,UgyyLPtfSeHP51_CD0Z4AaABAg,اے میرے اللّٰہ تعالیٰ 9کلاس کےسب بچوں کو اچھے نمبروں سے پاس کرے اور سب کے گناہ کو معاف فرمائے آمین ثم آمین 😢,4 weeks ago,@ZabiUrRahman,UChUyYJlKT4enAOGBgMFp5lw,102,4.0,https://yt3.ggpht.com/ytc/AIdro_n_3gmqX9hcznszXqyhB4WhQbcjW83GoyFVMhkJJCfTagJqVVee0lj3f4h4R-yE-qTxMA=s88-c-k-c0x00ffffff-no-rj,False,False,1755529683.606506,True,اے میرے اللّٰہ تعالیٰ 9کلاس کےسب بچوں کو اچھے نمبروں سے پاس کرے اور سب کے گناہ کو معاف فرمائے آمین ثم آمین 😢,positive
9315,Ugxpu9ZWy7FBucBbM294AaABAg,ماشاءاللہ ❤,4 weeks ago,@JarralRajpout,UC9n4vlhA9JSWUuYWcJ9B26g,0,,https://yt3.ggpht.com/ytc/AIdro_ltIu98QW9aVmbqVxBW_IQi0xR-vFgzH-Rl4Tsb2VD6G1NqCdIv6pqabuAAW4pBrhtoAw=s88-c-k-c0x00ffffff-no-rj,False,False,1755529684.376245,True,ماشاءاللہ ❤,neutral
9522,UgwSkMGBU8fhuZioQy14AaABAg,سعد بھائی نماز بھی پڑھ لیا کرو جو اللّٰہ آ پ کو دنیا میں گھر 🏡 دے سکتا ہے آ خرت میں بھی بنا لو گھر اپنے لیے,4 weeks ago,@Ahmad-k7f4s,UCcba2DEjU9sCh5Dnh7-bsJw,0,,https://yt3.ggpht.com/ytc/AIdro_li0yM6cYLIOWjD11MRFrJBTyO1UpGuxl0HXyI_Shaix_AohWC1X6iVYA2plRVEmtsyaw=s88-c-k-c0x00ffffff-no-rj,False,False,1755529689.745885,True,سعد بھائی نماز بھی پڑھ لیا کرو جو اللّٰہ آ پ کو دنیا میں گھر 🏡 دے سکتا ہے آ خرت میں بھی بنا لو گھر اپنے لیے,neutral
9814,UgwdzewrjHEtvg59DL54AaABAg,ماشاءاللہ,4 weeks ago,@umairmraja4031,UCrtygTUgDhgeY-mupTzS18w,0,,https://yt3.ggpht.com/-_CNDUS7lgWjtRNzYB5E39xzfq2A4ECJvU3p18l4-ZXRPpt5ffZ3NbfVxPZGR_JgTLxvRwhvvw=s88-c-k-c0x00ffffff-no-rj,False,False,1755529697.523914,True,ماشاءاللہ,neutral
9826,UgynXLPU_YMa9vsO6q14AaABAg,ماشاءاللہ لا قوۃ الا باللہ,4 weeks ago,@rizwanakbar07,UCMnLVesVD0Gz-BdkAGxibCA,0,,https://yt3.ggpht.com/w4Rv0vJrhxehmNidaVV2Oq8_NVvnRVql4gPhn0uCozsVEQrsj9i9WSOfv4nSBDhEZzSE7rirDh8=s88-c-k-c0x00ffffff-no-rj,False,False,1755529697.540452,True,ماشاءاللہ لا قوۃ الا باللہ,neutral
9927,UgwTAB1RLHSp5j4kSG14AaABAg,اپنی بیوی اپنے بھائی سے دور رکھو اس میں اپکا بلایی ھے Ducky Bhai ❤❤,4 weeks ago,@wazirpeigens,UCXt3oyXAt_QkaHgd7JQ391Q,0,,https://yt3.ggpht.com/KFAT8rJ2CQFerCsuYHVC-TOOjI3wLh4wc9jaBAT61_O9b9z6d0jCr6Zwt1LwEr73PJBjKpxY=s88-c-k-c0x00ffffff-no-rj,False,False,1755529700.806947,True,اپنی بیوی اپنے بھائی سے دور رکھو اس میں اپکا بلایی ھے ducky bhai ❤❤,neutral
10152,UgwO-w5u5U3iwOMOSyN4AaABAg,"ماشاءاللہ ڈکی بھائی ان کی فیملی کو نظر بد سے بچائے 

Think for 90 Subscribe 😊😊😊😊😊😊😊😊😊😊",4 weeks ago,@rafiqqurishi7754,UC1JwcvHxfvY55pb2hBlAXqg,0,,https://yt3.ggpht.com/jWJrpyvoBaxUm3z5HQgwl5qQYReQ2kVct3LMCRBkzdzMQO5Cb5B4XEoHiSRb9YhJl9KopYdXmw=s88-c-k-c0x00ffffff-no-rj,False,False,1755529706.600465,True,"ماشاءاللہ ڈکی بھائی ان کی فیملی کو نظر بد سے بچائے 

think for 90 subscribe 😊😊😊😊😊😊😊😊😊😊",neutral
10342,Ugz8D0k2wDOFgYgvu0B4AaABAg,ماشاءاللہ ❤,4 weeks ago,@alirazaali6619,UCZR32NGlCP4nM3V89N4aBGg,1,,https://yt3.ggpht.com/ytc/AIdro_nhUHsxPDgcFkz8ENb-FTonHUbnK4b2y9wsStUZIKM=s88-c-k-c0x00ffffff-no-rj,False,False,1755529711.501945,True,ماشاءاللہ ❤,neutral
10406,Ugxfsw_g2Leq9t8XQqN4AaABAg,"معروف یوٹیوبر ""ڈکی بھائی"" لاہور ایئر پورٹ سے گرفتار، جوئے کی پروموشن پر این سی سی آئی اے نے گرفتار کیا",4 weeks ago,@hassamsaeed4839,UCjrUNdLxNy2uYY6RrjMqoCw,0,,https://yt3.ggpht.com/ytc/AIdro_kvy3qzB3miZyXjHeLdvD2v16scijyPioJquSHBLgywbDo=s88-c-k-c0x00ffffff-no-rj,False,False,1755529713.080428,True,"معروف یوٹیوبر ""ڈکی بھائی"" لاہور ایئر پورٹ سے گرفتار، جوئے کی پروموشن پر این سی سی آئی اے نے گرفتار کیا",neutral
10553,UgyM91PXi0bQyWBnqj54AaABAg,ان یوٹیوبرز نے اونلی بونگی حرکتیں کرکے ینگ جنریشن کو  بہت  نقصان پہنچایا ہے,4 weeks ago,@farzanafarooq6117,UCcvda7EUixYdFLl6bsf12fw,0,,https://yt3.ggpht.com/ytc/AIdro_kf4sJgoDnShUCuCyw22wZnYta4zmgyII8x7LAqhg=s88-c-k-c0x00ffffff-no-rj,False,False,1755529716.600019,True,ان یوٹیوبرز نے اونلی بونگی حرکتیں کرکے ینگ جنریشن کو  بہت  نقصان پہنچایا ہے,neutral
10563,UgwvtPwwNifowARDllZ4AaABAg,ماشاءاللہ ماشاءاللہ ماشاءاللہ ماشاءاللہ ماشاءاللہ ماشاءاللہ ماشاءاللہ ماشاءاللہ ماشاءاللہ,4 weeks ago,@recipes9972,UCE637JFXRmFwGOFd4Y3tFow,1,,https://yt3.ggpht.com/ytc/AIdro_lAyCmPuPTcTtYpOA4QnUiNiel5MSi2UOypDgNoiTtaAGtGVrLt1wtS6foazk69LW0x-w=s88-c-k-c0x00ffffff-no-rj,False,False,1755529716.934346,True,ماشاءاللہ ماشاءاللہ ماشاءاللہ ماشاءاللہ ماشاءاللہ ماشاءاللہ ماشاءاللہ ماشاءاللہ ماشاءاللہ,neutral
10914,Ugx0RCNkWZQw19PcT9F4AaABAg,اسی سال حج پہ جائے کا ارادہ کریں سعاد بھائی,4 weeks ago,@farooqrana1488,UCVEAJ9F0CMCoEr2xY0i9woQ,0,,https://yt3.ggpht.com/ytc/AIdro_kkJ1Tfd7uY-0Sfw4P-5Zy1DbkLE5BRxH9J7kM1xZ4=s88-c-k-c0x00ffffff-no-rj,False,False,1755529723.955034,True,اسی سال حج پہ جائے کا ارادہ کریں سعاد بھائی,neutral
10961,UgzN15cxvrEkDbBe9OB4AaABAg,"بہترین ماشاءاللہ زبردست 
ہم نے بھی انا ہے دعوت میں 😊",4 weeks ago,@imranbashir478,UCt8dNoZj_ce-fX2HR1in5Zg,0,,https://yt3.ggpht.com/ytc/AIdro_mYDs4SIxJHIbSmE27MzSXjsjkvzVUqmcvXrmnlacs=s88-c-k-c0x00ffffff-no-rj,False,False,1755529724.650023,True,"بہترین ماشاءاللہ زبردست 
ہم نے بھی انا ہے دعوت میں 😊",neutral
10976,Ugx4RpCbiH8hmbLlk6B4AaABAg,ماشاءاللہ ماشاءاللہ ماشاءاللہ ماشاءاللہ ماشاءاللہ ماشاءاللہ,4 weeks ago,@NoorFatima-hi1re,UC9Y_o8-t9fBcQD1zUtBSCwQ,0,,https://yt3.ggpht.com/ytc/AIdro_mvRD3li-d41yRn_E5Os_4vOsBVZjneUdJDuG7vaq5mQf2ukH8_J5e7d4ICjs5ajyz-7g=s88-c-k-c0x00ffffff-no-rj,False,False,1755529724.980063,True,ماشاءاللہ ماشاءاللہ ماشاءاللہ ماشاءاللہ ماشاءاللہ ماشاءاللہ,neutral
10989,UgxbhRS3B22m8fzNlPt4AaABAg,نئے گھر میں آ کر عروب کی بھی جگہتیں start ہو گئی ہیں پچھلے ولاگ میں اس نے ضیاء پہ طنز کیا تھا آج اس نے منیب کا مزاق اڑایا ہے کچھ تو گڑ بڑ ہے😢,4 weeks ago,@Pakistan-w2o,UCa4PAjqqOOlRLWScS5Cvy3g,0,,https://yt3.ggpht.com/ytc/AIdro_kPnWgPdaEneGRS_lHThnRi4WowEiydFJHvz_TIJ-uZt0uKxLt_qjIlJRs-UBamd5r2HA=s88-c-k-c0x00ffffff-no-rj,False,False,1755529725.346062,True,نئے گھر میں آ کر عروب کی بھی جگہتیں start ہو گئی ہیں پچھلے ولاگ میں اس نے ضیاء پہ طنز کیا تھا آج اس نے منیب کا مزاق اڑایا ہے کچھ تو گڑ بڑ ہے😢,neutral
11079,Ugy07lrar4d200sgkxJ4AaABAg,اللہ پاک اپ کو بہت ترقی دے امین,4 weeks ago,@NaveedMalik-s1l,UC-1g5Oq70PFhmBLpSWd_XhQ,0,,https://yt3.ggpht.com/ytc/AIdro_k1LWy2-ZaCt94WtaY4PUNFE_nUp-XVIvsg9jCs2tC1GNY_tKwPcAude-AKcSa6CckaqQ=s88-c-k-c0x00ffffff-no-rj,False,False,1755529726.94951,True,اللہ پاک اپ کو بہت ترقی دے امین,neutral
11110,UgwHiQcrE-7ny0kza4p4AaABAg,ماشااللہ ماشااللہ ماشااللہ ماشااللہ اللہ اپ کو نظر بد سے بچائے اپ کی تمام چیزوں نظر بد سے بچا,4 weeks ago,@KanwalTasleem-u5f,UC1zxglOuLALVSL0B2SCfpRw,0,,https://yt3.ggpht.com/ytc/AIdro_l0-93o-N4jweYv7-bzEspdpjpNmkF1pKsdg14yNPPlM54RTS3m4MWNNzI-8fBIvT4zFA=s88-c-k-c0x00ffffff-no-rj,False,False,1755529727.595789,True,ماشااللہ ماشااللہ ماشااللہ ماشااللہ اللہ اپ کو نظر بد سے بچائے اپ کی تمام چیزوں نظر بد سے بچا,neutral
11246,Ugxze00OBLwTby5CA7J4AaABAg,ماشاءاللہ جی بہت خوب صورت ❤❤❤❤,4 weeks ago,@imrannazir6532,UCvuKE8YWyGx_YpR4KmPf1TQ,0,,https://yt3.ggpht.com/ytc/AIdro_kuM4mVY2Vn8IfrZJeMXb5BbpuuNNsySsPYSH-hgLAp-w=s88-c-k-c0x00ffffff-no-rj,False,False,1755529730.584405,True,ماشاءاللہ جی بہت خوب صورت ❤❤❤❤,neutral
11307,UgyKkZgUyXNOD1iUwxZ4AaABAg,یا نبی اللہ یا نبی سلام علیک یا رسول السلام علیک مصطفی جان رحمت پہ لاکھوں سلام❤❤❤❤❤,4 weeks ago,@HafizNazik-1,UCw0LcLImwAofB-8tMzpEZwQ,1,,https://yt3.ggpht.com/enS5hsKfeJOrlU9-AG1bZoRj90ZHxoR7gBvOVGdme255UY3HZTLEOEv_lYMXn6wMOGscBYZ6-g=s88-c-k-c0x00ffffff-no-rj,False,False,1755529731.458964,True,یا نبی اللہ یا نبی سلام علیک یا رسول السلام علیک مصطفی جان رحمت پہ لاکھوں سلام❤❤❤❤❤,neutral
11326,UgwaMhivOH_TAeu4JU94AaABAg,کیوں جی ویوورز ٹھنڈ پڑ گئی پہلے اروب پھر 2 کروڑ کی فارچونر پھر 10 کروڑ بنگلہ  پھر 14 لاکھ کا ٹی وی۔ ہن آرام اے😂,4 weeks ago,@mughalsab7998,UCgJB8PnGfyT4Mxrto9w4Mmg,0,,https://yt3.ggpht.com/ytc/AIdro_nO5_AnrR5wC3yikrkeRVMEqqK2JYLnvMQub5cKxd-mCQNDacSpJv5wGRkTMh4pgO6TqQ=s88-c-k-c0x00ffffff-no-rj,False,False,1755529732.147411,True,کیوں جی ویوورز ٹھنڈ پڑ گئی پہلے اروب پھر 2 کروڑ کی فارچونر پھر 10 کروڑ بنگلہ  پھر 14 لاکھ کا ٹی وی۔ ہن آرام اے😂,neutral
11702,UgxTHYM0SvG4kQykbrR4AaABAg,خیبر پختون خواہ سیلاب زدگان کے لئے دعا کریں 😢,4 weeks ago,@RahimAfridi10,UCpqHUY8IRXh5z0RmYUAVHtg,0,,https://yt3.ggpht.com/ttzuRRs8uG2B1rUmEsmnwKE3PqoBUcm-PF6EHZKHP5WuqHtfuQ2BDtSU9J9XHmUG_lCkRee7=s88-c-k-c0x00ffffff-no-rj,False,False,1755529740.649916,True,خیبر پختون خواہ سیلاب زدگان کے لئے دعا کریں 😢,neutral
11714,UgxGPwFeDzJpDmN4IGN4AaABAg,بابے کے فیس ایکسپریشن ایسے ہوتے کہ لگتا بابے نے بہت گندی بات کرنی😁😝🙏,4 weeks ago,@Uziahsan-555,UChcDe7b2fcEx85xiQWHBaPQ,0,,https://yt3.ggpht.com/I-Qy4LJfXBS0vl_mZkGp9nCdcIX1TxXEAycjDvTfxWyhKev0Id4-Oo9jqEUP98ZBgMTk5P9jokE=s88-c-k-c0x00ffffff-no-rj,False,False,1755529741.002823,True,بابے کے فیس ایکسپریشن ایسے ہوتے کہ لگتا بابے نے بہت گندی بات کرنی😁😝🙏,neutral
11894,UgwfmuhK6TSfi0gGTOR4AaABAg,ڈکی بھائی اسلام علیکم میرے گھر کے حالات بہت خراب ھیں اگر کچھ ھیلپ ھو جائے تو بڑی مہربانی ہوگی نعمان لاہور,4 weeks ago,@naamanmufti6053,UCLbE-T5Be4m1J4f-3uidBbg,0,,https://yt3.ggpht.com/pDvRtIW7uGStdVntcRpHVHfW8545KsHaOwrnQJZf_CyB911khJQ-FHUNnhRot-B_5i_ebeg03R4=s88-c-k-c0x00ffffff-no-rj,False,False,1755529744.587907,True,ڈکی بھائی اسلام علیکم میرے گھر کے حالات بہت خراب ھیں اگر کچھ ھیلپ ھو جائے تو بڑی مہربانی ہوگی نعمان لاہور,neutral
