,app,lang,content,score
8888,OLX,en,so useful app . and very helpful,4
8890,OLX,en,bikes waly jis sy bhi contact krlo wo location ksi city ki or btata kahi or ha esko improve krna chahea fraud sy awam bch jay gi 2nd filter apply krlo tb bhi kuch nae hota esko to fori improve kren,1
8891,OLX,en,5 days ago i have published an add related to birds after 5 days olx ben it when i call the helpline the customer says that are there is no free option now you can buy package this is deliberately cheating this type of things decrease your rating.,1
8893,OLX,en,zabardast 👌🏻 very nice 👍🏻 great app application,5
8894,OLX,en,on ok app,1
8895,OLX,en,"i have entered my address but still not showing products around my area,missing old olx",1
8896,OLX,en,while posting add it takes almost hour to uploading pics,3
8897,OLX,en,"search problem, whenever items are searched it never gave the accurate location as per given in search pan. this problem needs to fixed at earliest as possible.",3
8898,OLX,en,"extremely half heartedly developed app, full of bugs. i am unable to open gallery for image selection. images never seem to upload. if you try to cancel the upload, the app just gets stuck. and yes, my internet connection is extremely fast and stable. it is impressive how the developers are able to destroy the app with each successive app, not easy to do each and every time",1
8899,OLX,en,good 😊 you have any questions you may have,5
8900,OLX,en,waste of time,1
8901,OLX,en,"there are many scammers on olx. i placed an order, but it turned out to be fake. i made the payment, but the product never arrived. when i complained to olx, they didn't block the person's account. these people are scammers. i'm very disappointed.",1
8902,OLX,en,very bad experience this app speed is very loww,1
8903,OLX,en,i can't add the images. it hangs on a24 galaxy,2
8904,OLX,en,ya konse bat hui ke banda pesy nhe dega to add nhe lagao ge uska reject karty rahogy,1
8906,OLX,en,"after this update, it continuously kept saying, ""ops something went wrong,"" and you can't search or scroll anything, i did everything, but the issue still remains. kindly fix this issues, it's kinda irritating. thank you.",2
8908,OLX,en,"i don't like to get bombarded by useless notifications and stuff unless i get a message from a buyer i shouldn't be spammed with a bunch of notifications, everytime olx sends me a notification i think its a buyer but no its just olx sending me marketing useless messages hence 2 stars only",2
8909,OLX,en,app is just using your time at the end of my ad posting they provide you package if you don't buy your free ad being rejected by them if you are not providing free service why there are options for free totally time wasting app,1
8910,OLX,en,olx the paradise for scammers.,1
8911,OLX,en,boring app not install to all,1
8912,OLX,en,nothing to say !,5
8913,OLX,en,"achi bali chalti hoi app ka bergark kr k rkh diya ha, pta ni bina testing or qa ka pass kiya app play store pr deploy kaisy kr di ha. chat waly module ma itny msly ha phr b qa na reject ni ki, message kro tu 2 3 br krny par jata ha, notifications ka mairy hi msg mjy a ry hty ha, or tu or user switch kro tu phly user kn notifications pr click krny sy msg b chla jata ha, nakama pan ki intiha ha, socket connectivity ko handle kro thk sy nahi hta tu muj sy connect kr ly chat module fix krdo ga.",1
8914,OLX,en,now after this update olx became much stupid we can't search easily any things there more issue or location while searching there is so difficult process ho searching aby what i want to buyer previous update excellent and eas6 and comfortable,1
8915,OLX,en,why olx rejected ad when u post something on olx third time my ad was rejected on olx you have any whatsapp num then send me i will contact you,1
8916,OLX,en,nice wow things,5
8917,OLX,en,best app no scam in app,5
8918,OLX,en,confirmation code not receiving,1
8919,OLX,en,the new update is having a problem. it is not loading pictures or any other data.,1
8920,OLX,en,"dear olx team, i've been using olx since 2007, and i'm thrilled with the recent accessibility improvements. i'm glad to see this update! for the past few years, the app hasn't worked well with my screen reader, talkback. but now, in the recent update, everything is fully accessible! talkback reads all the elements correctly, making it easy to use. please don't make any changes to the current version, thank you for making olx accessible for all of us.",5
8922,OLX,en,suspicious beware!!! this olx application is accessing storage and camera without permission? feel like malware version report it as suspicious,1
8923,OLX,en,tested many times with fast reliable internet on flagship devices still the messages aren't delivered even when the buyer is online it makes the whole purpose of effort kess connecting to consumers a headache and becomes purposeless,2
8924,OLX,en,"too much poor app in my entire life... everyone is scammer in olx...there is no privacy and remdence in olx everyone put post on olx, and behave like they are far away from us and they put location of that place where they are non resident...i got scam...what i have clue and remedy for app,,,, disgusting",1
8925,OLX,en,good app but it only allows us to post 3 ads only then we have to pay to post ad,5
8926,OLX,en,new update is very very helpful amazing,4
8927,OLX,en,olx is just losing users because of their new released update in any search infact you use search filters app shows for example 1500 results in my city but search show only 40/50 phones and then out of city ads even if tap for mobiles search shows 10000+ ads but if you scroll down it shows only 2/3 hour older ads and then out of location ads,1
8929,OLX,en,many years used now difficult charging add price 3 week add once useless,5
8930,OLX,en,plz add delet search history option before update olx is very good but now no any option for delet search history so distrbing🙏,3
8931,OLX,en,this app is garbage and totally irritating for buying and selling. the total fault is in the management algorithm. i want to buy a bike to select my location islamabad in recyclerview i saw alots of bikes and started connecting to the seller all of these not from islamabad someone from sindh someone from okara the point is that why not management not verifying current location when seller adding his items. its totally waste my time.,1
8932,OLX,en,they have no more free ads options available ❌❌❌,1
8933,OLX,en,rubbish app full of beggars and scammers here,1
8934,OLX,en,meet satg last month scam hua olx py maine mobile ki add lgai. ak larka larka gari mai aaya or usny bari he chalaki si mera mobile chori kr liya. or bi mazeed aisy scams olx py horhy hain. olx team ko chayie ky har olx account bnany waly ka id card apny pass rakhy then account buy/purchase ka option user ho mily. id card ky bina koi bi banda olx py account na bna saky. bcz kafi olx py ads scamers ki bi lgi hui hain.,1
8937,OLX,en,most stupid app i ever used .,1
8940,OLX,en,i am not satisfied because now olx not working smoothly chat loading problem olx need to fix bugs this version is totally garbage from past 5 years i am using olx but this update dissatisfied me . thank you,1
8941,OLX,en,"one of the worst buying selling platform, where chats do not load messages are not sent.",2
8942,OLX,en,"the app is not working, and is too slow to browse anything. olx keeps on degrading day by day. serious improvements needed.",2
8943,OLX,en,after update app is not working properly. it is giving server error and adds pics are not showing properly.,5
8944,OLX,en,worst experience of posting ads,5
8945,OLX,en,very good and helpful application for buying and selling,5
8946,OLX,en,excellent 👍👍👍 highly recommended,5
8947,OLX,en,my experience is very good,5
8948,OLX,en,its paid app or adds 1 add for 7 days 1670 ? is it ?,1
8949,OLX,en,best and easy to use,5
8951,OLX,en,i am very disappointed after new update app is not not working properly. worst app. shame on you,1
8952,OLX,en,wth is happening when i sold my phone on olx & deactive add & then i got calls & msgs that the phone is available or not & i see the same add that i post on olx is posted in jiji app wth same description & same price & i didn't post any add on jiji,1
8953,OLX,en,i was stuck on post now,2
8954,OLX,en,this app is best,5
8955,OLX,en,not good new version,5
8956,OLX,en,he is a very good app,5
8957,OLX,en,after new update ap work is slow and remove location areas,3
8958,OLX,en,"today i post few ads, received a call from olx team asking irrelevant questions and demanding weird actions on the ad like: 1)""don't put your actual area instead put your city, we don't have customers in your area"" 2)""change the name/title of your ad"". 3) ""ad different descriptions"" and changing the topic/demands everytime when i ask what's the issue. a very weird experience 🤔, i hope i receive a proper explanation!",1
8962,OLX,en,"as a seller i give 4 stars, olx provide genuine costumers but nowadays reach is getting down and down and paid packages are also getting expensive. otherwise it is good for both buyers and sellers",4
8963,OLX,en,the app is good but they demand a fee to active more than one ad.,3
8964,OLX,en,bhai sahab ek number app hai mara tub bhi use karo ek number or sonu salimo tu kuta kuta gain yain,4
8965,OLX,en,ight 👍 good,5
8966,OLX,en,olx is an disgusting app full of scammers olx is the home of scammers,1
8967,OLX,en,godd,5
8968,OLX,en,best plate farm,5
8969,OLX,en,it's amazing.,5
8970,OLX,en,marketing team change karo apni mujha notificatiom arhai ha ka konile mountain ma gir gya no problem. aba karachi ma rhta hon. mountain kha sa agai yahan??? demographics hi dekhliya karo update after 1.5 years. december 2024 ma mera phone real ma paharon ma gir gya tha🤡.,1
8971,OLX,en,mainy bike sale krny k liye add lagaya mera add reject kr dia gya or mujhy call ai k ap feature purchase kren jaldi sale ho ga or in ka numainda umar mujhy calls py calls or bht meetha bana raha jesy hi feature purchase kiya is bat ko aj 1 month ho gya na bike sale hua na inhon ny wapis koi reply kiya or us ghatiya ny block kr dia ye apny matlb dekhty hen bas olx waly in k jhansy ma na aen,1
8972,OLX,en,guys dont download this app this is just time wasting if you start a store on olx pak their agents will start contacting you and force you to buy their monlty plan they will say you that they will help you to expend your business but nothing will happen. means buying their subscription= getting scam done with your self,1
8973,OLX,en,monthly pkg hona chaye jaisy 3 sy 4 hr mahyny tak banda apna koi b add dallay is tara 1 add pe khali 4000 ha tu ju choty greeb log ha unko kia faida aesay koi olx pe zada products lonch nahi karry ga koch assa hona chaye ky sab fourd kar saky our apna products lonch karry olx pe aksar chizy nahi hoty ju hammy chaye hoty ha aesay log muktalik application dondy ky taky wo trading kar saky yaha 1 add ka 4000 ha monthly 😂bandy kia salf star honda sell kar rahy ha ju 250 sy 3 lakh ka ya cvic 😂,1
8974,OLX,en,much improved keep working on,5
8975,OLX,en,farig ho gai hai olx app ab maza ni rha ab koi buyers ni hai phly jesy add lagaty thy buyers mil jty apni location add kro us k baad jb search kro to wo location change ho k all pakistan ke show hony lag jti worst experience with new update,1
8976,OLX,en,this app is very wonderful ❤️❤️❤️❤️this app help me every time i really like this app so much this is the number 1 app of pakistan,5
8979,OLX,en,update k bad to new add show he nhi ho rhi boht buri update h bug fix krn yar,1
8980,OLX,en,i dont know why they have sign out my login and not letting me sign in i dont know whats the matter is with this almost many times it does this what is this bad experience,2
8981,OLX,en,lalchi loog hein ye apni okaat bhool gye hein pahly unlimited add free thy ab haar add per pessy dene party hein,1
8982,OLX,en,only fake people approach not the real one every time.,1
8984,OLX,en,vip app ha bus add nhi otha raha,5
8985,OLX,en,plz install pak wheels o tek hai olx paisy lity hai aur add bech ma rejeck kar lity hai olx not good,1
8986,OLX,en,premium plan not recommend i lost my money not only one customer contact me,1
8987,OLX,en,"nowadays it does not work. it shows no searches. the new update is broken. olx team, please just fix it.",1
8988,OLX,en,worst selling experience here.. they won't publish your ads for free their agent would call every other hour for getting their paid service for ad publishing. won't use it ever..,1
8989,OLX,en,really a very helpful and game changer app. but i think there should be a search history also in this app like youtube this will help a lot in fast searching and getting recent searches back again quickly.,4
8990,OLX,en,man 😎 the new update rocked everyone shocked olx after many years you finally make a smooth user interface now loving this app ❣️,5
8992,OLX,en,after update jun 2025 app is slow,2
8993,OLX,en,excellent job,5
8994,OLX,en,done a nice job with location filter. now you can only select your area or entire country. only area and country. now you have no city filter. see only in your area or the entire country,1
8995,OLX,en,olx getting worse and worse with time. post an ad of anything with reasonable price and proper information and you'll have 20 views in a month . greed has taken over the olx i think. without premium olx is useless for you.,1
8998,OLX,en,not receive otp solve this problem,1
8999,OLX,en,batter than others,5
9000,OLX,en,good app new version very good,5
9001,OLX,en,this apps was very amazing,5
9002,OLX,en,very bad exp.chat issues whenever someone text u in chat n u reply it didn't sent,1
9003,OLX,en,"a glitch keeps happening when re editing an ad. it automatically rejects the ad and says it's in the wrong category, even tho mobile belongs in the mobile category",1
9004,OLX,en,bakwas ha ye old wala bhot acha tha itna slow ha .bar bar apne ap logout ho jata ha samgh he nhi lag rahi kia masla ha no lekho to login nhi ho raha it's not working kia bakwaas ha,1
9005,OLX,en,always issues with the aap.,1
9006,OLX,en,best products,5
9007,OLX,en,"best ever update by olx, previously it was just a compulsion to use this app, but now this update made me enjoy this app. good work developer!",5
9008,OLX,en,bikar update diya hai kise kam kan nhi hi abhi olx,1
9010,OLX,en,dist raheemyar khan ki tehseel sadiq abad ki location save nai hoti agr sadiqabad hota hy to wo rawalpindi ka show hota hy brother kindly har city ki simple location rakhy andr town or street tak ki na kry simple khan pur hy to woi ho bs easy location search ho bs.,2
9011,OLX,en,very good application easy to sale and buy things from it,5
9012,OLX,en,aik msla hal ni ho rha inse 10 dfa se ziada rabta kia ha,1
9013,OLX,en,new update very bad i feel hate olx want to give 0 star 👎👎👎👎👎 down grade of olx,1
9014,OLX,en,best app but my msgs not sent and slow ap,5
9015,OLX,en,business app for everyone 🥰🥰,5
9016,OLX,en,third class developer lot of errors.in this version,1
9017,OLX,en,very bad new updates highly bug of your new olx shame on,1
9019,OLX,en,very bad policy no more useable currupt app demand high amount to post a adso much dissatisfied,1
9020,OLX,en,olx one of the good and best app people can search everyone easy and find out something about bikes ac or etc,5
9022,OLX,en,"olx ab agento k hatho chal rhi hy jin ka kam hy murghi kabo kr k lana or add lagwana bus..jaisy k add lgao to in k agents ki calls ati hy roz naya bnda, wo apko force krta hy k sir hmara pkg hy 3day sy 1month ka ap ka add future kr dain gy or apki cheez fori sale ho jy gi na ho to apki fee wapis..ap inkar krty ho wo apko whats, msgs or calls py daily tang krty hain..hassan nami agent ny to mera jina haram kr diya tha phr 1month ka pkg purchase krwa diya or ab na phon uthata hy na chiz biki..",1
9023,OLX,en,very disappointed with latest update,1
9024,OLX,en,in new update you can't sort price low to high and missing many things which are available in previous version.,1
9026,OLX,en,improved,5
9027,OLX,en,new update is hang fully app,1
9028,OLX,en,i am changing my review the ui has dark mode and it's faster than before thanks olx for listening me only a few people care about their users,5
9030,OLX,en,السلام علیکم جو اس بار olx میں اپڈیٹ دی ہے وہ بالکل بیکار ہے جو پہلی اپڈیٹ تھی اس میں ایسا تھا کہ جو نیو ایڈ اتے تھے وہ اوپر اس کے بعد پھر وہ جو دوسرے دن والے اس سے نیچے لیکن اب جو اپڈیٹ ہے یہ اس کے برعکس ہے مثال کے طور پر اگر اج کوئی ایڈ لگاتے ہیں جو 20 دن پہلے کا ایڈ لگا ہوا ہے وہ اوپر شو ہوگا اور جو اب لگایا ہے وہ سب سے نیچے شو ہوگاolx کو چاہیے کہ اس کی اپڈیٹ جو پہلے تھی اس کے اوپر رکھیں,1
9031,OLX,en,too many bugs in inbox section of app,1
9032,OLX,en,sooo soooo helpful for sales,5
9033,OLX,en,well,5
9034,OLX,en,worst olx user interface ever and wish olx soon banned bcoz 30 out of 50 ads are fake ads posted by scammers scammers in a day and real user only allowed 1 ad in 30 days .scammer makes account and posted alot of ads by ditching olx restrictions,1
9036,OLX,en,chating issue the message cannot send to the customer there is a glitch,1
9038,OLX,en,very bad update. now we can't filter the adds by their posted time.,1
9039,OLX,en,"tried again and still no relevant result, sitting in charsadda kp and they are just showing me featured ads based on karachi, lahore and all other major cities but not related to my location. please solve this issue, we need simple specific result, after specific location you may show us results from other locations. but as for now you are not showing me even a single ads related to my location.",1
9040,OLX,en,i am trying to download and run olx but i am not receiving the otp code. what is the problem,5
9042,OLX,en,otp code is not sending i try again and again,3
9043,OLX,en,boht hi gatiya update kiya hai jis ne b kiya hai,1
9044,OLX,en,jub se update kiya hai bakwas kar diya chets main bhot problem hoti hai,1
9045,OLX,en,be aware their own scam agent are here,1
9046,OLX,en,"very bad network connectivity after update.. nothing work properly, not work on mobile data internet, just some times work and on login sacreen take long time,amd many times not login in profile",1
9047,OLX,en,فری ایٹ ختم ہو گیا,1
9048,OLX,en,"olx rejected my legit ad claiming it was a ""prohibited item"" — total lie. right after, i got calls asking me to pay rs. 500 for an unfeatured ad and more for premium. this is nothing but blackmail. if olx isn’t free anymore, they should say it clearly instead of misleading users. pathetic tactics and zero transparency. avoid olx!",1
9049,OLX,en,update ke bad katchra hogya h dear team kuch khayal krein users ka 🙏🙏🙏🙏🙏🙏 chats loading me half to 1hour lag rha h logout account 10 se 15 bar continuous tap krne se horha h chats section khulta after login account 2 to 3 hours bad ati hain messages arhy hain notification chat empty hain dear google pixel 6 android 15 upto date everything using app since 2017,1
9050,OLX,en,"with its new update it sucks. id will logout automatically, msg is sending",1
9051,OLX,en,this version of olx is totally useless. one can't find his/her required things.,1
9052,OLX,en,love the improved ui... just the app has loading issues kindly resolve that,4
9053,OLX,en,sir new update pa bouth zeda isu hai,1
9054,OLX,en,very bad update i send a msg to the add but the message not send thean i try 10 times but not sending i knindly request plz check this problem,1
9055,OLX,en,very bad experience. no single buyer just only olx agents paid adds calls and messages even after refusal.,1
9056,OLX,en,they are controlling it in way of scam like they stop your add if you not pay them or they only want you to pay for premium one.,3
9057,OLX,en,assalamulalikum bhaio yr olx ka sth mera experience axha nhi raha q k olx ki traf sa mjha call ati ha apka add ki promotion k lya apke cheez itne ma ni itne ma sale ho jayegi ache amount ma hamary ps party ha hm unko recommend kr dety hain ap deal kr lena wagera wagera khair mena 1500 pay kya olx ko lakin bike abhe tk sale ni hoi or na call kro olx ko to bolty hain btatay hain apko bs yahe bt khatam kr dety hain to ma agree ni hn olx sa,1
9058,OLX,en,buyers exist to waste time of sellers on this app extremely non serious,1
9059,OLX,en,"so much bad experience with new update, some times messages aren't send, sometimes new messages aren't show, full slow speed",1
9060,OLX,en,after update olx is not functioning so bad chat are not loading,1
9061,OLX,en,main kal sy try kr rha hon olx pr lekin server blkul down hai kbhi ads show horhy h kbhi nhi or jb ada aarhy hy to contact nhi horha logon kal rat chla tha sahe se uske bad phr abhi dubara wohi issue hym esi update den hee nhi jo airf dikhny m achi ho mgr work properly na kre pehly wali update simple thi but work kr rha tha app l,1
9062,OLX,en,bahi jan meharbni ho he bugs theak kr dan chat load he ni hote,1
9063,OLX,en,very bad update work not properly.work but very slow.very bad update thanks,1
9064,OLX,en,b good,5
9065,OLX,en,after update it's not working properly... bohat zada freeze ho raha hai koi bhi ad load nahi ho raha kindly fix this issue as soon as possible & you may also add audio calling option so it'll be also comfortable for all people's... even buyer & seller,1
9066,OLX,en,this app is too slow plz fix it,2
9067,OLX,en,now aa days too much slow app .... i pay for my add but jo b add open karo slow slow slow .... totally fedup,1
9068,OLX,en,"olx chats feature is not working good, chats loads very slowly, it should be fixed soon",1
9069,OLX,en,olx is the only app that never works good after their any app update on most of the androis.. they sucks consistently..,1
9070,OLX,en,cheap application.too much fault in app .,1
9071,OLX,en,new update are very bad olx chat not working properly,1
9072,OLX,en,update kay baad aj first time itna mushkil ho raha hai olx app use krna kay bs... itni loading kbhee zindagi may olx app may nhee hui bohat heavy kr di hai ap logon nay update kay baad kuch bhee nhee open ho raha itna wait krna prr raha hai kay chat open nhee ho rahee kisi ko reply nhee kr paa rahay loading loading hamara net b ok hai phir b sir olx pr he masla arha hai,1
9073,OLX,en,after this update olx not work properly message sending or receiving or more,1
9074,OLX,en,"all buggy after update, nit able to search or send messages",1
9076,OLX,en,"use less after update,",1
9077,OLX,en,the app has not been working properly since the update. i am furious and want to delete it. please fix it soon. it was better before.,1
9078,OLX,en,the new update is totally trash not working smooth. not showing own adds chat lacs too much even read msgs showing unread,1
9079,OLX,en,very slow app,1
9080,OLX,en,"latest update is much slow, kindly make app faster",1
9081,OLX,en,"the server has been down for 2 days, and the app is not working properly.",1
9082,OLX,en,update ky bad bhut slow hogya hai work he ni kr raha after update to much slow app,1
9083,OLX,en,"ye update krke or mushkil krdia, kb se animals section open kr rha hn kch ho hi nhi rha. plus location me agr sindh me dekhta hun tou all sindh wala option hi nh hai phr jis area ko search krlo jese tando alahyar tou usme bhi uske areas dekha rha hai mtlb bhai itna detailed kon jaega ye kesi update hai jo sara time location adjust krne me hi guzar jati hai phr gusse me application hi band krdena hai banda. kindly work on it.",1
9084,OLX,en,chats don't load optimization is shīt plenty of glitches yet they don't do anything about it the most trash app i've ever installed used to work in the past with glitches and everything but now it doesn't work at all it's like a rage bait app,1
9085,OLX,en,tooooooo much slow interface after update wait too long for search product then waite again for chat .damn slow kindly sort out this issue .,1
9086,OLX,en,in the new update it just keeps loading,1
9087,OLX,en,confirmation code hi nai aata,1
9088,OLX,en,chats issue... when i open my chats it's just keep loading for a while... i can't even read or send messages...,1
9089,OLX,en,the message is not going even again and again no message is not going is stuck getting too much hanging in the message and...,1
9090,OLX,en,data connection is good but ap not working this new update is very worst so please fix it,1
9091,OLX,en,worst update ever the chat history keeps searching for the chat history,1
9092,OLX,en,good.,3
9093,OLX,en,"new ap update sucks... so many glitches, and super loading.. hate it now. its making me delete the olx app.. go search on browser that would be perfect.. super bad and glitchy app..",1
9094,OLX,en,bad update fix the bug's and glitches,2
9095,OLX,en,to much loading also in chats,1
9096,OLX,en,third class update,1
9097,OLX,en,it is not working after new updates...,1
9099,OLX,en,bhai bht masla kr raha hai new update k bad,1
9101,OLX,en,no location available now...? ایک بار پوسٹ لگا لو تو آئیندہ 6 مہینے تک پوسٹ نہیں لگا سکتے۔۔یعنی یہ بے کار کی ایپ ہے اب اس کو ڈیلیٹ کر دیں؟,1
9103,OLX,en,bad apps,1
9104,OLX,en,fruitful purchase,4
9105,OLX,en,old update is best new update very lag's and uncomfortable please back to update,1
9106,OLX,en,new update is very worst,1
9107,OLX,en,too many bugs in the latest version it's even slower than the previous one. and kindly update it again to the last interface now the interface is very bad. bugs are in chat zone,2
9108,OLX,en,very annoying update. chats page is not opening at all,1
9109,OLX,en,i'm very tired this update bcz after update network issue this app and show retry again and again. before update is good working but this update is very bad,1
9110,OLX,en,"olx now is becoming so much irritating, it is working so much slow while opening my add or my chats, even most of time it stopped working when i try to open my adds or my chat",1
9111,OLX,en,after recent update app gets more buggy very slow and delayed,1
9112,OLX,en,laaagy frustrating,1
9113,OLX,en,chats are not opening..,1
9114,OLX,en,very very glitchs after update,1
9115,OLX,en,app is not giving research response,1
9116,OLX,en,third class app youn lagta hay nokia ka mobile use kar raha hun button wala,1
9117,OLX,en,the best app 4 busnes,2
9118,OLX,en,this update very bad .any time loading loading.not for proper working,1
9119,OLX,en,last update was terrible no access to chats even open mobile category nothing show anything try with high speed network or change the network please solve the problem as soon as possible olx team,1
9120,OLX,en,in every update i always face issues sometimes ad won't load sometimes dark mode will not apply sometimes link will not open in app very poor development and testing team currently ad link is not loading and app is very slow.,1
9121,OLX,en,"it's too loaded, app should be smooth that everyone easily use without bore",1
9122,OLX,en,old version was good. chat stucks many times in new version. msgs in chats aren't sent sometimes you can't hide ad in new version ptomotional ads are more in new version,1
9123,OLX,en,after update it get worse.,1
9124,OLX,en,totally time wasted not properly work third class service 🙏🙏,1
9125,OLX,en,this updation is not good very needless condition bakwas,1
9126,OLX,en,absolutely garbage slow app finally got interested buyer and chat is not working,1
9127,OLX,en,your new update is too much slow many bugs please fix it,2
9128,OLX,en,after new update photos are disappeared after sending in inbox. bugs still present,3
9129,OLX,en,very bad update kbe picture upload nae hoti kbe add upload nae hota kbe comments he show nae hotay...jub nae handle kar saktay thay ap olx ke updated app to purana version he active kar do bheyo itna tang nae karo awaam ko...china chand say mission khatam kr k wapis a rha aur hum playstore pay he phasay howay hain,1
9130,OLX,en,3rd class app. har waqt hang hoti rehti hai bar bar download karna parta hai msgs show nh hote or na hi jate hain ajeeb chotiapa hai,1
9131,OLX,en,this is the best ever application ever,5
9132,OLX,en,use less aap...for rent ads,1
9133,OLX,en,why you changed in apps so poor experience now old feature are good do not changes plz,1
9134,OLX,en,please old olx return please this is too much bad not working,1
9135,OLX,en,dont download this bloody app there is all scamer involve in this app and also olx personaly allow them to do scams,1
9136,OLX,en,car filter is not working at all after the new facelift of the app,2
9137,OLX,en,phle bht achi thi app pta nh ks jahil ne update kri h,1
9139,OLX,en,"amazing and wonderful app. i have good experience in olx. amazing, awesome and outstanding this app. i like it and i love olx. weldone keep it up olx team.",5
9140,OLX,en,it's is very beautiful app.,5
9141,OLX,en,this app is very useful but you should add a call feature over the internet between two persons so the privacy can not be compromised and the deal get done,1
9142,OLX,en,the recent update is highly commendable; its user-friendliness and precision are exceptional.,5
9143,OLX,en,i just deleted your app will never install and use it.,1
9144,OLX,en,good to see upgraded version with more user friendly.,5
9145,OLX,en,"olx ki service bhi lein tu kuch nhi bikta aor free of cost add bhi lgaa kt dekh lo tu bhi kuch nhi bikta. ktni ghatia service provide kr rhe hain. ma aik saal se mobile sale krne ki try ki hai, mobile bhi fresh look mein hai, aik dafa olx ki service bhi purchase ki lekin mobile sale nhi howa. starting mein olx pr jo bhi add lgaty the mint mein bik jata tha, lekin abhi maheeno add lgi rehti hai pr koi response nhi milta",1
9146,OLX,en,kya update diya ha fazool tareen latest adds e ni show kar rha days me show kar rha ha change this update please,1
9147,OLX,en,"the category system is horrible. it would be better if they gave the option to search for all. finding some niche things becomes impossible, but before the newer updates which overhauled the category system, you could find them easily, such as vinyl records",1
9148,OLX,en,it is a very good app,5
9149,OLX,en,"in this new update, whenever you try to sign up, it always gives server error, it doesn't allowing to sign up or login. very bad update. extremely useless.",1
9150,OLX,en,great app to sell your used items,5
9151,OLX,en,"the new interface is good but they ended support for maps , it was easy to just see their location below the ad rather than using separate google map app for checking their location.",4
9152,OLX,en,captcha error solve kro,1
9153,OLX,en,new update wow amazing 😍,5
9154,OLX,en,olx new version is so bad not. city select nai hoti is ma old version is so good,1
9155,OLX,en,although the app experience is good but after last update the filters in car category did not supporting amount above of 1 lac if i enter more than one lakh its auto set to 1 lac,3
9156,OLX,en,new update and interface stuck and stuck and stuck...,1
9157,OLX,en,chats not loading,1
9158,OLX,en,very slow bad new update old updated version very nice very god,1
9159,OLX,en,very harmful app,1
9160,OLX,en,too much bad update please give before olx update plz,1
9161,OLX,en,love the new user interface.,5
9162,OLX,en,last update totally follping because no location map available and very small picture size old update better,5
9163,OLX,en,very bad upgrade not hai good old version is very best plz remove the new version,1
9164,OLX,en,bakwas tareen update,1
9165,OLX,en,"there is no specific category for turtles, so i selected 'other animals,' but my ad keeps getting rejected for using the wrong category. this has been a very frustrating experience.",1
9166,OLX,en,i am not a regular user of this app.but recently i have posted an add of refrigerator on this app..people are contacting me.,5
9167,OLX,en,what an update. olx looks amazing after last update,5
9168,OLX,en,thanks. after update fixed all the bugs,5
9169,OLX,en,this apps sucks after the update deleted all my logged in accounts for no reason,1
9170,OLX,en,i just want them to implement a filter result in phones for pta and non-pta.,2
9172,OLX,en,boht he bura interface hai itna chota sa dot ata hai msg ka wo b pta ni chalta .zara smj ni aa rha pehly wala zaberdst tha ek nazer mai sb clear ho jata tha ab es mai dil ni kerta add lagany ko sb itna chota chota or visible ni kuch b boht bura hai,1
9173,OLX,en,worst ever olx staff,1
9174,OLX,en,"just here to say that olx just got an update and they have seriously levelled up their game, the interface feel awesome and it is now much more smothered to move from slide to slide. great work really appreciate the update.",5
9175,OLX,en,plz font size bara karne ka option dobara de q k fonts kafi chotay hogaye hai nazar nhi arhay jiski waja se ankhon per zor dena parta hai phr ankhain dard krti hain plzzzzzz 🙏,3
9176,OLX,en,what is this picture hi upload nhi horahi roz new update dete ho kbi open nhi hoti kbi kia problem olx se ziada to fb store pr sale hojati hai cheez aur ye ad remove kro to pese mangty hein adsense adds se kama hi rahy ho feature ad se,1
9177,OLX,en,great application. works flawlessly,5
9178,OLX,en,yaar plz old wala lay ao olx,5
9179,OLX,en,ya open is nothing,1
9181,OLX,en,very very very bad app,1
9182,OLX,en,this application is just headache. i am unable to signup/login.,1
9184,OLX,en,it's not uploading my add 😔 some difficulties issue,1
9186,OLX,en,nice app i like this app but one problem lag and search button,5
9187,OLX,en,good value,5
9188,OLX,en,you search for something in specific city and it starts giving you results for islamabad and rawalpindi wth.,1
9189,OLX,en,everyone delete olx third class experience۔۔ apka kaam ho ya naa ho pehle in jahilon ko passay doo,1
9190,OLX,en,very bad update others page not login,1
9191,OLX,en,very very bad update.,1
9192,OLX,en,good things,5
9193,OLX,en,stop calling me to give u feedback!! wesay app toh achi hai bas ek baar hi 9000 ka scam hua 🥲,2
9194,OLX,en,"very very poor quality, and very very very discussing.",1
9195,OLX,en,all other apps are working excpet olx.says you are offline.,4
9196,OLX,en,kutta wala app hai,1
9197,OLX,en,number not conect bar bar error dedeta hai,1
9198,OLX,en,bohat he ganda hai location problem ar price likho ya kuch bhe option use kro sub bakwas hai kam nhe krta hai jisy location quetta hai to rahim yar khan dikha rahy kia bakwas hai,1
9200,OLX,en,scam peoples,2
9202,OLX,en,olx is fraud .. specially lahore based agents. they call you and they scam you . never trust their consultants and agents ..,1
9203,OLX,en,this major issue ads fix it,1
9204,OLX,en,good platefarm olx pakistan,5
9206,OLX,en,100% satisfied,5
9207,OLX,en,in new update user account issue,2
9208,OLX,en,olx is best applecation,5
9209,OLX,en,worst app update ever,1
